CustomerID,Age,Gender,Annual_Income_k$,Spending_Score,Family_Size,Tenure_Years
2512,59,Male,122,89,4,2
2513,25,Male,89,41,1,3
2514,41,Female,133,46,2,8
2515,33,Male,21,1,1,10
2516,66,Female,89,73,2,8
2517,43,Male,72,68,1,3
2518,44,Female,30,92,1,10
2519,54,Female,41,12,4,7
2520,21,Male,65,88,4,2
2521,67,Male,89,73,3,9
2522,41,Male,101,35,3,8
2523,36,Male,137,99,4,9
2524,53,Male,90,33,4,9
2525,56,Female,54,58,1,7
2526,27,Male,81,35,3,4
2527,42,Male,144,46,4,5
2528,35,Female,116,84,2,7
2529,36,Male,107,66,2,5
2530,53,Female,124,44,3,10
2531,27,Male,96,26,2,8
2532,50,Female,92,42,1,5
2533,67,Male,16,77,3,5
2534,22,Female,79,30,4,5
2535,64,Female,34,32,2,4
2536,66,Male,48,36,1,7
2537,52,Male,55,19,4,2
2538,61,Male,37,22,5,10
2539,51,Female,52,65,1,4
2540,50,Female,81,57,2,3
2541,38,Female,76,11,1,10
2542,34,Male,44,26,5,8
2543,39,Male,101,48,5,7
2544,65,Female,132,19,1,3
2545,54,Male,20,83,4,4
2546,32,Female,89,12,4,4
2547,52,Male,146,67,5,10
2548,45,Male,107,56,3,7
2549,24,Female,24,18,3,8
2550,49,Male,65,5,4,4
2551,28,Male,107,24,3,8
2552,27,Male,52,78,4,1
2553,26,Male,143,38,2,9
2554,31,Male,116,67,4,7
2555,30,Female,95,70,2,4
2556,42,Male,97,76,5,8
2557,19,Female,45,52,3,10
2558,52,Male,35,75,5,2
2559,24,Male,145,39,1,8
2560,38,Female,140,59,1,10
2561,35,Female,49,26,5,6
2562,20,Male,59,65,4,7
2563,59,Male,73,80,4,7
2564,56,Female,26,48,3,2
2565,58,Female,47,53,5,2
2566,66,Female,35,9,1,4
2567,28,Female,74,5,5,6
2568,56,Male,66,72,5,4
2569,41,Male,137,61,3,6
2570,63,Male,120,21,4,5
2571,36,Male,114,97,1,6
2572,21,Male,85,63,3,9
2573,43,Female,149,20,1,6
2574,55,Female,76,58,1,6
2575,59,Female,102,45,4,8
2576,49,Male,38,22,4,5
2577,56,Female,54,77,3,5
2578,62,Male,90,75,2,10
2579,63,Male,23,82,3,1
2580,53,Male,17,63,3,6
2581,57,Female,35,30,2,1
2582,54,Male,109,63,1,8
2583,50,Male,30,97,5,10
2584,53,Female,121,44,2,9
2585,20,Male,107,67,5,6
2586,26,Female,147,58,1,9
2587,25,Male,93,65,2,2
2588,50,Female,84,36,4,9
2589,23,Male,62,6,3,4
2590,58,Male,29,37,2,3
2591,56,Female,48,93,2,1
2592,21,Male,74,75,1,1
2593,30,Female,16,55,4,8
2594,66,Male,94,77,2,2
2595,19,Female,33,75,4,1
2596,22,Male,63,59,5,2
2597,61,Male,92,38,2,3
2598,44,Male,42,25,4,4
2599,49,Female,62,79,3,9
2600,38,Female,110,77,1,7
2601,25,Female,123,33,4,5
2602,55,Female,87,13,1,5
2603,25,Female,114,38,2,6
2604,67,Male,43,58,2,1
2605,20,Male,72,88,5,6
2606,61,Male,62,20,1,6
2607,20,Male,37,17,3,5
2608,39,Male,41,24,3,10
2609,23,Female,21,26,4,9
2610,19,Male,63,40,3,10
2611,40,Female,123,32,1,10
2612,61,Male,82,93,2,5
2613,19,Female,87,78,1,9
2614,55,Female,115,37,1,10
2615,34,Female,22,86,2,7
2616,52,Male,67,98,1,3
2617,51,Male,149,91,3,9
2618,40,Male,17,92,4,10
2619,47,Male,92,86,4,7
2620,69,Female,100,60,1,4
2621,25,Female,60,57,2,9
2622,39,Female,104,58,5,6
2623,61,Female,23,67,1,9
2624,53,Male,129,22,1,4
2625,22,Female,144,58,5,10
2626,30,Male,89,85,4,2
2627,46,Female,95,80,4,9
2628,48,Female,142,73,5,10
2629,64,Female,48,77,2,4
2630,33,Male,53,74,1,2
2631,59,Male,27,49,3,7
2632,47,Female,147,85,4,7
2633,33,Female,64,49,4,5
2634,29,Female,37,42,4,5
2635,34,Male,136,40,2,8
2636,33,Male,134,71,5,6
2637,29,Male,102,46,2,1
2638,25,Female,126,22,4,4
2639,37,Male,125,82,1,1
2640,20,Female,86,21,4,5
2641,33,Male,71,51,1,5
2642,47,Female,15,14,1,4
2643,62,Female,127,74,4,9
2644,40,Male,76,97,4,8
2645,45,Female,61,9,1,10
2646,68,Female,92,18,2,3
2647,57,Female,120,13,2,5
2648,22,Male,140,17,2,6
2649,37,Female,19,87,3,5
2650,57,Male,45,25,1,8
2651,61,Male,51,54,3,5
2652,18,Female,93,16,3,8
2653,47,Male,66,24,1,10
2654,38,Female,57,95,3,10
2655,37,Male,54,75,1,3
2656,23,Female,77,23,5,5
2657,39,Male,144,41,5,4
2658,35,Female,101,86,1,6
2659,25,Female,87,33,1,3
2660,56,Female,118,42,1,10
2661,49,Female,30,48,2,4
2662,50,Male,73,18,1,4
2663,33,Male,61,63,4,5
2664,29,Female,130,78,5,6
2665,55,Male,123,92,5,2
2666,69,Female,23,11,1,10
2667,51,Female,79,24,5,8
2668,31,Male,73,61,1,4
2669,53,Male,116,64,1,7
2670,50,Female,137,36,5,7
2671,40,Male,105,83,5,10
2672,67,Female,110,77,4,2
2673,62,Male,72,97,3,7
2674,19,Male,46,53,4,1
2675,58,Male,62,83,4,2
2676,38,Male,59,47,5,5
2677,19,Male,114,52,4,8
2678,44,Female,114,96,5,7
2679,26,Male,60,79,2,3
2680,18,Male,140,57,1,10
2681,28,Female,60,75,3,9
2682,20,Female,135,23,2,5
2683,69,Female,102,59,1,3
2684,40,Male,75,69,1,7
2685,43,Male,60,56,3,4
2686,21,Female,95,86,4,1
2687,35,Female,59,42,1,5
2688,23,Female,132,18,3,8
2689,52,Female,61,71,5,4
2690,39,Male,37,33,1,7
2691,60,Male,75,3,1,8
2692,32,Male,27,28,4,9
2693,39,Male,21,1,4,9
2694,54,Male,42,63,5,5
2695,69,Female,110,47,1,6
2696,59,Male,121,37,4,7
2697,29,Female,112,86,3,10
2698,64,Female,126,48,1,2
2699,66,Female,15,19,3,9
2700,59,Male,57,14,2,1
2701,55,Female,56,67,5,6
2702,35,Male,109,83,4,6
2703,62,Female,143,97,2,7
2704,52,Male,65,85,4,2
2705,47,Female,29,65,2,6
2706,41,Male,139,26,4,6
2707,59,Female,101,10,5,9
2708,47,Female,67,99,1,8
2709,31,Female,103,77,3,5
2710,23,Female,120,70,2,7
2711,20,Male,20,43,3,7
2712,33,Male,45,70,3,5
2713,24,Male,54,99,4,7
2714,69,Female,83,80,1,3
2715,31,Female,149,72,4,7
2716,26,Female,27,59,3,6
2717,32,Female,18,3,5,6
2718,38,Female,17,5,1,2
2719,52,Female,79,85,1,2
2720,19,Male,41,95,3,7
2721,44,Male,121,78,4,1
2722,19,Male,64,83,5,9
2723,52,Male,31,37,2,3
2724,35,Male,46,84,4,6
2725,31,Male,31,52,1,3
2726,37,Male,48,66,4,9
2727,35,Male,49,63,2,10
2728,27,Female,64,7,5,7
2729,42,Female,117,97,5,1
2730,19,Female,47,53,2,4
2731,42,Female,103,6,2,5
2732,50,Female,143,7,3,7
2733,53,Female,99,44,1,7
2734,48,Female,73,18,3,5
2735,31,Male,24,54,4,1
2736,18,Male,71,29,2,5
2737,63,Female,80,83,3,5
2738,33,Male,133,25,1,4
2739,63,Male,126,63,1,6
2740,69,Male,29,68,2,8
2741,20,Male,27,13,3,10
2742,52,Male,128,32,5,5
2743,58,Female,132,27,2,8
2744,23,Male,128,51,4,5
2745,42,Female,48,34,3,3
2746,30,Female,115,28,3,8
2747,51,Female,39,73,2,4
2748,25,Male,126,72,3,3
2749,38,Female,68,85,3,3
2750,51,Female,26,30,4,6
2751,21,Female,140,93,4,8
2752,42,Female,45,9,5,10
2753,32,Male,92,13,4,5
2754,21,Female,67,82,5,1
2755,62,Female,126,64,4,1
2756,29,Female,57,38,5,3
2757,49,Female,56,22,4,6
2758,49,Male,138,31,4,2
2759,45,Female,81,99,2,1
2760,30,Female,80,42,4,7
2761,48,Female,97,62,5,2
2762,31,Female,108,64,2,8
2763,37,Female,119,74,5,2
2764,35,Female,45,9,4,1
2765,46,Male,132,95,4,10
2766,23,Female,42,44,5,2
2767,49,Male,18,63,3,2
2768,46,Male,32,40,2,7
2769,60,Female,61,88,2,1
2770,19,Male,23,41,4,3
2771,40,Female,43,72,2,5
2772,36,Male,106,50,5,7
2773,48,Female,78,20,4,6
2774,68,Male,125,81,2,8
2775,22,Male,138,92,1,1
2776,36,Female,124,70,2,7
2777,51,Male,132,42,5,9
2778,27,Male,114,33,2,7
2779,42,Male,45,92,3,6
2780,19,Male,95,63,3,9
2781,28,Male,60,57,4,4
2782,67,Female,63,65,3,10
2783,48,Male,56,52,5,6
2784,32,Male,126,99,1,6
2785,26,Female,41,88,1,10
2786,40,Female,102,6,4,3
2787,36,Female,135,7,4,7
2788,26,Male,17,9,3,1
2789,52,Male,74,61,5,8
2790,38,Male,93,80,3,8
2791,26,Male,46,34,5,8
2792,45,Female,21,35,5,9
2793,63,Female,85,99,1,4
2794,68,Male,142,20,5,6
2795,24,Male,72,58,2,7
2796,33,Male,126,87,5,2
2797,33,Male,62,60,1,6
2798,50,Female,125,54,3,8
2799,21,Female,85,35,5,4
2800,21,Male,89,47,2,5
2801,56,Female,88,46,4,8
2802,57,Male,135,87,3,3
2803,34,Male,69,4,4,6
2804,54,Female,55,10,2,1
2805,56,Male,111,75,1,4
2806,69,Female,47,40,1,6
2807,46,Male,48,55,3,3
2808,69,Female,76,73,5,1
2809,53,Male,33,40,5,6
2810,55,Female,24,76,4,3
2811,56,Male,134,81,1,8
2812,67,Male,137,96,5,7
2813,54,Female,118,23,5,7
2814,69,Male,19,15,1,8
2815,52,Female,72,92,1,7
2816,24,Female,73,5,2,5
2817,44,Male,142,40,4,10
2818,45,Male,100,18,1,8
2819,39,Male,118,21,2,8
2820,31,Male,143,79,1,8
2821,24,Female,52,3,3,10
2822,54,Male,121,46,3,6
2823,39,Male,123,90,3,2
2824,22,Male,67,79,1,8
2825,19,Female,66,53,5,10
2826,44,Male,15,20,5,1
2827,38,Female,25,59,3,9
2828,55,Male,72,21,4,9
2829,32,Female,142,90,2,6
2830,38,Male,58,87,3,10
2831,27,Male,20,51,2,6
2832,40,Female,22,25,2,6
2833,56,Male,19,68,3,4
2834,22,Male,120,10,5,1
2835,18,Male,126,86,4,1
2836,30,Female,31,67,3,1
2837,38,Male,23,83,2,5
2838,43,Female,92,95,1,7
2839,67,Female,28,9,1,1
2840,62,Female,127,29,2,1
2841,38,Male,105,37,3,6
2842,35,Female,39,71,5,2
2843,54,Female,112,38,3,2
2844,62,Male,17,88,4,7
2845,49,Female,126,72,1,9
2846,53,Female,61,98,2,8
2847,34,Male,64,59,5,2
2848,52,Male,138,57,3,7
2849,66,Female,104,90,4,5
2850,28,Male,81,60,3,10
2851,38,Male,16,28,4,4
2852,69,Male,16,28,3,10
2853,43,Female,79,46,5,4
2854,21,Female,105,71,5,4
2855,51,Male,130,67,2,9
2856,69,Female,63,86,5,7
2857,65,Male,83,55,4,7
2858,35,Male,146,38,2,4
2859,57,Male,140,18,5,9
2860,52,Male,67,76,1,8
2861,58,Male,126,95,4,10
2862,46,Female,127,63,2,4
2863,69,Female,128,5,4,6
2864,46,Female,62,44,2,4
2865,55,Female,45,29,4,1
2866,59,Male,51,100,1,5
2867,38,Male,122,14,5,10
2868,59,Female,42,58,3,3
2869,30,Female,84,44,3,1
2870,66,Male,28,18,3,2
2871,58,Male,136,7,2,2
2872,34,Male,30,87,5,8
2873,26,Female,39,97,2,4
2874,58,Male,80,62,2,3
2875,18,Male,52,45,2,4
2876,19,Female,117,16,2,10
2877,65,Female,112,64,5,1
2878,46,Female,129,37,3,1
2879,50,Male,54,25,4,5
2880,27,Male,78,9,2,7
2881,67,Female,103,55,5,9
2882,57,Male,114,28,1,7
2883,38,Male,96,9,4,5
2884,45,Male,91,12,2,3
2885,28,Female,73,18,2,8
2886,51,Female,105,91,4,7
2887,25,Male,112,90,4,4
2888,39,Male,15,56,2,1
2889,25,Male,27,90,5,3
2890,66,Male,44,74,1,8
2891,32,Female,32,58,5,2
2892,34,Female,92,81,3,9
2893,40,Male,46,51,3,4
2894,41,Male,85,32,3,7
2895,62,Female,64,88,2,10
2896,36,Male,130,48,1,7
2897,22,Female,127,8,1,8
2898,49,Male,94,30,2,7
2899,61,Female,45,26,2,4
2900,18,Male,65,24,2,7
2901,40,Male,74,27,1,5
2902,54,Female,47,79,2,10
2903,25,Female,141,92,4,7
2904,30,Male,140,75,4,3
2905,25,Male,55,39,4,10
2906,40,Female,33,66,2,7
2907,60,Female,55,51,4,7
2908,18,Male,99,73,2,2
2909,62,Male,103,50,4,8
2910,68,Female,56,45,2,7
2911,41,Female,134,87,5,9
2912,52,Female,37,33,3,4
2913,41,Female,47,19,5,9
2914,34,Female,34,13,3,1
2915,22,Male,104,78,3,5
2916,37,Male,118,96,4,10
2917,38,Female,26,22,3,7
2918,57,Male,65,20,3,4
2919,48,Male,20,97,5,7
2920,63,Female,105,5,3,9
2921,53,Male,83,84,2,5
2922,28,Male,137,78,2,5
2923,69,Male,129,91,4,2
2924,32,Female,125,90,5,5
2925,36,Female,75,32,1,8
2926,24,Male,121,30,5,4
2927,68,Male,92,91,1,2
2928,45,Male,109,26,3,8
2929,68,Male,88,82,1,4
2930,60,Male,62,87,3,5
2931,22,Male,110,88,5,7
2932,22,Female,45,4,5,5
2933,47,Male,48,67,4,10
2934,49,Male,101,43,4,4
2935,25,Female,149,30,3,7
2936,27,Male,97,16,3,4
2937,55,Male,149,71,2,10
2938,64,Male,61,39,2,4
2939,49,Male,143,86,2,2
2940,65,Female,139,41,5,5
2941,45,Male,91,31,1,8
2942,34,Female,17,49,3,4
2943,48,Male,106,13,4,2
2944,25,Male,114,41,3,9
2945,57,Female,141,93,1,6
2946,42,Male,82,28,3,3
2947,26,Female,147,64,4,10
2948,19,Female,104,19,4,5
2949,32,Female,103,87,1,6
2950,67,Male,24,72,4,9
2951,20,Male,22,25,5,5
2952,66,Male,26,38,4,9
2953,53,Male,78,99,1,1
2954,21,Female,132,90,1,10
2955,31,Male,73,3,3,4
2956,58,Male,64,2,4,1
2957,58,Female,54,5,4,2
2958,42,Female,136,61,1,2
2959,67,Male,111,20,3,10
2960,27,Female,141,76,3,5
2961,38,Female,101,38,5,1
2962,53,Female,91,80,5,10
2963,29,Female,135,36,1,3
2964,44,Female,125,46,3,6
2965,57,Male,143,93,3,1
2966,19,Male,55,99,5,1
2967,30,Male,37,37,5,3
2968,49,Male,92,54,1,9
2969,48,Male,25,21,3,2
2970,33,Male,85,21,1,6
2971,49,Male,40,92,5,3
2972,49,Female,44,70,4,6
2973,51,Male,116,84,5,7
2974,28,Male,83,60,3,7
2975,27,Male,147,36,1,2
2976,32,Female,75,77,3,3
2977,34,Male,120,11,5,4
2978,57,Male,37,88,5,8
2979,35,Female,127,83,2,5
2980,26,Male,44,87,5,1
2981,42,Male,81,31,3,9
2982,57,Female,145,37,1,1
2983,31,Male,135,60,1,2
2984,42,Female,97,61,2,7
2985,67,Male,76,67,3,3
2986,39,Male,71,98,5,6
2987,69,Male,15,29,4,8
2988,47,Female,116,67,1,5
2989,37,Female,83,79,3,1
2990,38,Female,73,71,2,10
2991,61,Male,60,67,4,3
2992,49,Male,120,16,3,2
2993,68,Female,48,45,5,6
2994,63,Female,115,34,1,5
2995,66,Male,111,84,5,7
2996,38,Male,43,44,2,2
2997,52,Male,137,97,1,6
2998,49,Male,87,78,4,5
2999,47,Female,18,42,1,6
3000,56,Male,52,35,5,5
3001,66,Male,34,75,3,7
3002,29,Male,127,84,3,5
3003,58,Male,37,30,3,7
3004,64,Male,125,53,2,1
3005,35,Male,59,58,2,9
3006,38,Male,111,28,3,6
3007,30,Female,47,15,4,9
3008,38,Female,149,38,5,1
3009,25,Female,36,50,4,2
3010,63,Male,147,13,3,7
3011,57,Female,29,35,5,4
3012,63,Male,35,24,2,10
3013,24,Male,140,65,1,1
3014,40,Male,103,88,1,5
3015,61,Male,31,91,5,4
3016,49,Female,70,18,4,6
3017,28,Male,64,58,5,7
3018,39,Male,149,26,4,3
3019,39,Female,132,29,4,6
3020,60,Female,136,72,1,2
3021,42,Female,64,44,2,10
3022,39,Male,74,90,3,4
3023,45,Female,139,5,2,10
3024,46,Male,130,33,3,9
3025,30,Male,149,5,1,7
3026,35,Female,102,36,3,2
3027,19,Female,119,77,4,6
3028,46,Female,69,81,5,4
3029,38,Male,78,13,3,8
3030,32,Male,110,25,2,8
3031,69,Male,58,58,1,1
3032,44,Male,144,2,1,8
3033,67,Male,64,88,5,10
3034,48,Male,125,36,4,7
3035,32,Female,113,25,4,1
3036,68,Male,98,34,1,3
3037,40,Female,44,12,4,5
3038,41,Female,79,19,5,3
3039,61,Female,38,94,1,3
3040,30,Female,104,37,4,1
3041,39,Female,120,1,3,8
3042,60,Male,91,60,3,9
3043,54,Male,82,67,4,5
3044,50,Male,123,49,3,1
3045,20,Male,111,90,5,1
3046,36,Female,147,79,2,9
3047,40,Female,106,46,5,1
3048,46,Female,102,48,5,9
3049,47,Male,64,92,4,3
3050,56,Male,117,68,5,3
3051,61,Male,126,19,4,4
3052,64,Male,60,88,1,5
3053,42,Female,25,40,4,6
3054,54,Female,26,6,4,6
3055,64,Male,78,80,1,10
3056,25,Male,22,96,2,9
3057,59,Female,23,94,1,1
3058,33,Female,144,63,4,9
3059,25,Female,92,35,3,4
3060,18,Female,16,72,4,7
3061,61,Male,88,61,1,6
3062,22,Female,145,5,4,9
3063,20,Female,148,37,1,2
3064,18,Female,101,76,5,2
3065,21,Female,19,89,2,7
3066,57,Male,145,97,2,9
3067,52,Male,28,88,1,5
3068,49,Male,138,11,2,7
3069,59,Male,57,99,3,8
3070,51,Male,42,40,3,8
3071,60,Male,38,65,2,4
3072,42,Female,31,8,1,10
3073,27,Female,97,87,3,7
3074,38,Female,59,84,2,1
3075,63,Female,88,96,4,4
3076,56,Male,75,11,3,5
3077,44,Female,52,71,5,10
3078,44,Male,80,58,3,7
3079,19,Female,47,94,2,6
3080,58,Female,57,48,2,4
3081,65,Female,126,13,2,3
3082,30,Male,49,60,1,6
3083,26,Female,51,49,1,10
3084,69,Male,114,67,4,5
3085,53,Male,37,7,4,3
3086,39,Female,103,77,3,4
3087,59,Male,29,25,2,2
3088,43,Male,146,23,4,9
3089,29,Female,36,51,2,7
3090,34,Female,92,47,3,10
3091,31,Female,86,97,1,3
3092,31,Female,112,5,4,8
3093,51,Female,104,96,5,8
3094,37,Female,123,94,5,1
3095,28,Male,108,95,5,5
3096,33,Female,94,13,5,5
3097,68,Female,108,42,5,3
3098,48,Male,94,5,5,2
3099,23,Female,52,23,5,1
3100,36,Male,148,62,4,4
3101,54,Female,148,1,5,10
3102,21,Female,40,74,5,2
3103,64,Male,115,91,3,5
3104,21,Female,89,54,4,10
3105,37,Male,52,72,3,2
3106,27,Female,97,3,2,1
3107,41,Female,70,83,5,10
3108,52,Male,119,64,1,10
3109,43,Female,45,51,5,10
3110,54,Female,72,2,5,10
3111,55,Male,87,49,3,9
3112,38,Female,146,31,2,2
3113,57,Male,24,74,3,10
3114,56,Female,87,80,4,4
3115,38,Male,29,84,2,3
3116,27,Female,112,3,2,1
3117,55,Male,77,35,2,8
3118,63,Male,33,98,3,2
3119,21,Female,127,85,5,8
3120,62,Female,77,36,5,1
3121,37,Male,130,64,5,6
3122,34,Female,35,32,5,4
3123,24,Male,95,18,5,3
3124,21,Female,80,34,4,1
3125,46,Female,79,56,1,10
3126,31,Male,57,67,2,1
3127,20,Male,71,53,1,7
3128,41,Female,51,67,4,6
3129,54,Female,134,91,5,3
3130,33,Female,83,66,4,2
3131,69,Female,70,64,4,10
3132,21,Female,133,67,1,3
3133,41,Male,69,81,2,8
3134,51,Female,52,39,3,7
3135,47,Female,29,38,3,7
3136,35,Male,91,40,2,5
3137,36,Male,67,19,5,10
3138,48,Male,21,83,4,3
3139,36,Female,69,5,5,1
3140,66,Male,66,69,4,1
3141,63,Male,18,14,3,6
3142,36,Male,57,91,2,4
3143,39,Male,54,49,1,7
3144,41,Female,135,64,1,10
3145,62,Female,44,100,2,10
3146,29,Female,117,57,3,10
3147,47,Male,21,35,4,1
3148,55,Male,123,85,1,6
3149,48,Male,34,5,3,7
3150,53,Male,63,88,2,1
3151,36,Male,110,39,5,2
3152,65,Male,73,24,3,9
3153,62,Female,104,40,3,9
3154,53,Female,40,50,5,6
3155,47,Male,50,77,3,4
3156,66,Female,140,58,1,7
3157,50,Male,57,1,1,5
3158,35,Male,113,43,1,3
3159,69,Female,47,39,3,4
3160,66,Male,114,10,3,2
3161,45,Female,111,2,3,6
3162,64,Male,59,63,2,3
3163,28,Male,102,16,5,7
3164,62,Female,109,37,3,4
3165,50,Male,31,16,5,8
3166,34,Male,36,87,4,1
3167,23,Male,104,90,1,9
3168,21,Female,92,80,2,3
3169,37,Male,128,27,5,3
3170,65,Male,82,63,1,5
3171,64,Male,124,94,2,10
3172,44,Female,139,64,1,1
3173,32,Female,71,97,3,3
3174,23,Female,69,32,3,4
3175,64,Female,96,9,1,2
3176,31,Female,121,11,2,6
3177,28,Male,116,70,1,10
3178,56,Female,125,30,4,4
3179,26,Female,121,15,2,1
3180,43,Male,116,59,2,3
3181,33,Female,17,48,1,7
3182,22,Male,39,94,5,3
3183,69,Female,89,82,1,6
3184,27,Male,75,76,5,6
3185,67,Male,137,60,2,1
3186,20,Female,69,68,3,2
3187,30,Female,53,57,3,10
3188,60,Male,97,64,1,6
3189,66,Male,48,54,5,2
3190,47,Male,127,80,1,2
3191,62,Male,41,87,4,4
3192,23,Male,45,75,1,8
3193,34,Male,97,54,1,6
3194,62,Male,24,59,1,8
3195,68,Female,54,88,1,4
3196,36,Male,68,86,5,3
3197,59,Female,149,39,5,7
3198,52,Female,18,15,5,7
3199,63,Male,20,79,4,2
3200,43,Male,87,74,4,1
3201,68,Female,72,28,1,8
3202,22,Male,91,36,5,3
3203,46,Male,33,54,4,6
3204,54,Female,76,17,3,7
3205,37,Female,85,100,1,8
3206,66,Female,39,86,2,6
3207,38,Male,141,87,5,7
3208,27,Male,72,93,1,5
3209,22,Female,134,22,1,3
3210,53,Male,125,75,2,2
3211,23,Female,90,36,3,7
3212,43,Male,84,29,4,8
3213,21,Female,80,55,4,8
3214,56,Male,134,42,2,3
3215,56,Female,101,32,2,2
3216,67,Male,136,14,4,9
3217,52,Male,63,18,3,6
3218,18,Female,62,38,3,10
3219,41,Male,129,34,1,3
3220,53,Male,101,45,2,5
3221,23,Female,21,87,2,1
3222,58,Male,91,32,2,2
3223,63,Male,135,67,4,9
3224,61,Male,138,63,4,10
3225,48,Female,139,55,4,10
3226,37,Female,26,43,3,3
3227,41,Female,85,22,4,8
3228,42,Female,15,87,1,10
3229,53,Female,133,68,4,8
3230,38,Male,125,77,3,5
3231,47,Male,78,96,2,8
3232,41,Female,57,29,1,2
3233,61,Male,55,40,3,2
3234,59,Male,129,45,5,4
3235,47,Male,53,10,2,8
3236,39,Male,15,77,4,2
3237,45,Female,55,45,3,4
3238,24,Female,102,17,5,8
3239,52,Male,112,2,3,3
3240,45,Male,102,17,4,8
3241,31,Female,93,90,3,2
3242,27,Male,85,38,5,1
3243,33,Male,113,37,3,6
3244,33,Male,101,63,1,8
3245,48,Female,15,5,1,9
3246,59,Female,126,25,4,10
3247,42,Male,88,73,5,8
3248,30,Male,79,92,5,2
3249,23,Male,83,22,5,1
3250,61,Male,81,93,5,7
3251,26,Male,64,63,5,7
3252,62,Male,72,35,2,3
3253,53,Female,67,55,3,6
3254,60,Female,105,20,5,7
3255,37,Male,129,5,1,9
3256,35,Female,132,39,3,1
3257,60,Male,71,63,4,3
3258,38,Male,100,32,4,5
3259,21,Female,32,63,5,3
3260,67,Female,30,74,2,8
3261,50,Male,144,40,2,10
3262,44,Male,27,17,3,6
3263,24,Female,94,79,2,2
3264,23,Female,57,73,4,1
3265,32,Male,68,32,5,10
3266,35,Male,87,23,1,5
3267,49,Male,62,75,4,9
3268,28,Female,32,60,4,10
3269,37,Male,25,77,3,9
3270,41,Female,98,82,2,1
3271,32,Male,33,56,1,3
3272,65,Female,114,9,1,6
3273,24,Female,130,69,2,5
3274,38,Female,104,62,5,4
3275,59,Female,88,64,2,2
3276,43,Male,38,22,5,4
3277,61,Female,27,32,1,5
3278,31,Female,139,47,3,2
3279,54,Female,130,2,4,10
3280,38,Male,85,85,1,1
3281,35,Male,140,92,1,7
3282,22,Male,133,52,1,7
3283,20,Male,105,88,4,8
3284,40,Male,99,88,5,10
3285,43,Male,122,14,3,6
3286,54,Female,141,37,3,1
3287,41,Female,135,27,3,8
3288,66,Female,143,24,5,2
3289,36,Male,20,64,2,3
3290,68,Female,92,70,2,8
3291,42,Female,52,26,3,4
3292,38,Male,130,54,1,5
3293,29,Female,116,15,1,9
3294,58,Male,22,29,4,7
3295,50,Female,92,100,2,10
3296,67,Male,126,74,1,7
3297,21,Male,69,28,3,1
3298,59,Male,62,59,4,1
3299,24,Female,102,73,2,8
3300,39,Female,24,21,4,10
3301,50,Male,66,10,1,1
3302,34,Male,48,4,3,10
3303,41,Female,75,62,3,2
3304,51,Female,93,4,3,4
3305,45,Male,32,6,1,9
3306,60,Female,85,90,5,7
3307,58,Female,100,80,3,7
3308,56,Female,46,72,5,10
3309,39,Male,57,92,3,7
3310,66,Male,97,16,5,5
3311,34,Female,83,38,2,1
3312,51,Male,64,49,2,5
3313,23,Female,26,61,3,8
3314,63,Female,99,65,4,7
3315,23,Male,137,83,4,7
3316,51,Male,72,50,1,2
3317,18,Male,97,17,2,1
3318,27,Female,126,28,2,4
3319,38,Female,142,44,4,8
3320,22,Male,50,12,3,1
3321,19,Male,68,70,1,2
3322,39,Male,61,71,2,7
3323,65,Female,129,72,1,5
3324,19,Female,138,3,2,6
3325,27,Female,110,49,5,8
3326,51,Male,121,21,5,9
3327,33,Male,134,8,1,8
3328,65,Female,115,64,4,1
3329,68,Male,117,92,4,4
3330,56,Male,46,59,2,5
3331,39,Male,80,30,5,9
3332,29,Male,25,32,5,6
3333,41,Female,51,75,1,6
3334,64,Male,116,20,1,3
3335,57,Female,63,16,4,2
3336,55,Female,33,25,4,2
3337,27,Male,21,60,4,7
3338,52,Female,147,45,3,5
3339,68,Female,56,9,5,10
3340,66,Male,102,51,5,1
3341,49,Female,149,61,1,5
3342,24,Female,25,40,5,1
3343,38,Female,55,61,1,9
3344,37,Female,17,67,3,8
3345,43,Female,54,80,4,4
3346,21,Female,65,76,3,1
3347,63,Female,46,15,4,8
3348,69,Female,62,53,4,5
3349,39,Male,85,4,1,1
3350,32,Male,103,23,4,2
3351,57,Male,123,27,3,5
3352,38,Female,49,37,2,9
3353,32,Female,122,77,1,10
3354,39,Female,54,43,4,8
3355,69,Male,66,37,4,10
3356,45,Male,126,85,5,8
3357,31,Male,53,29,1,9
3358,44,Female,82,29,1,2
3359,58,Male,90,49,3,7
3360,57,Male,79,75,2,10
3361,45,Female,76,51,3,5
3362,43,Male,16,50,3,3
3363,66,Female,148,28,3,10
3364,19,Male,136,74,2,8
3365,42,Female,89,5,3,2
3366,20,Female,54,56,1,4
3367,25,Female,103,64,2,5
3368,61,Female,42,89,4,5
3369,50,Female,94,97,5,4
3370,59,Male,77,17,5,3
3371,69,Female,55,97,1,3
3372,52,Female,43,89,5,5
3373,23,Female,37,97,5,10
3374,56,Female,94,55,5,6
3375,69,Male,65,9,4,1
3376,40,Female,126,91,5,4
3377,42,Male,119,89,3,10
3378,67,Female,59,68,1,10
3379,60,Female,104,73,1,6
3380,36,Male,149,79,1,2
3381,22,Male,103,16,4,10
3382,68,Male,29,16,4,5
3383,28,Female,91,13,5,9
